token_name,default_value,source_file,tier,source_tier,formula,namespace,category,concept,property,component,element,variant,state,scale,mode,collisions,line,disposition,unmatched_segments
$pagination-current-color,get-color-token-from-bg( $theme-pagination-background-color ),packages/usa-pagination/src/styles/_usa-pagination.scss,local,component,component.category,,color,,,pagination,,,,,,color:category/property,13,component-local,current
$pagination-link-tokens,"get-link-tokens-from-bg( $theme-pagination-background-color, $theme-link-reverse-color, $theme-link-color, $context: $pagination-context )",packages/usa-pagination/src/styles/_usa-pagination.scss,local,component,component.element,,,,,pagination,link,,,,,link:element/component,17,component-local,tokens
$pagination-link-token,"list.nth($pagination-link-tokens, 1)",packages/usa-pagination/src/styles/_usa-pagination.scss,local,component,component.element,,,,,pagination,link,,,,,link:element/component,24,component-local,token
$pagination-hover-token,"list.nth($pagination-link-tokens, 2)",packages/usa-pagination/src/styles/_usa-pagination.scss,local,component,component.state,,,,,pagination,,,hover,,,,25,component-local,token
$theme-process-list-counter-content-padding,calc( (#,packages/usa-process-list/src/styles/_usa-process-list.scss,local,component,namespace.component.property.element,theme,,,padding,process-list,counter,,,,,,4,component-local,content
$theme-process-list-counter-line-x-position,calc( ( (#,packages/usa-process-list/src/styles/_usa-process-list.scss,local,component,namespace.component.element,theme,,,,process-list,counter,,,,,,7,component-local,line x position
$search-icon,"( ""name"": ""search"", ""color"": ButtonText, ""svg-height"": 20, ""svg-width"": 20, ""height"": units(3), )",packages/usa-search/src/styles/_usa-search.scss,local,component,component.element,,,,,search,icon,,,,,icon:element/component,4,component-local|map-container,
$search-icon-name,"""search""",packages/usa-search/src/styles/_usa-search.scss,local,component,component.element,,,,,search,icon,,,,,icon:element/component,4,component-local,name
$search-icon-color,ButtonText,packages/usa-search/src/styles/_usa-search.scss,local,component,component.category.element,,color,,,search,icon,,,,,color:category/property; icon:element/component,4,component-local,
$search-icon-svg-height,20,packages/usa-search/src/styles/_usa-search.scss,local,component,component.property.element,,,,height,search,icon,,,,,icon:element/component,4,component-local,svg
$search-icon-svg-width,20,packages/usa-search/src/styles/_usa-search.scss,local,component,component.property.element,,,,width,search,icon,,,,,icon:element/component,4,component-local,svg
$search-icon-height,units(3),packages/usa-search/src/styles/_usa-search.scss,local,component,component.property.element,,,,height,search,icon,,,,,icon:element/component,4,component-local,
$section-context,"""Section""",packages/usa-section/src/styles/_usa-section.scss,local,component,component,,,,,section,,,,,,,3,component-local,context
$site-alert-icons,"( info: ""info"", emergency: ""error"", )",packages/usa-site-alert/src/styles/_usa-site-alert.scss,local,component,component,,,,,site-alert,,,,,,,5,component-local|map-container,icons
$site-alert-icons-info,"""info""",packages/usa-site-alert/src/styles/_usa-site-alert.scss,local,component,component.concept,,,info,,site-alert,,,,,,,5,component-local,icons
$site-alert-icons-emergency,"""error""",packages/usa-site-alert/src/styles/_usa-site-alert.scss,local,component,component.concept,,,emergency,,site-alert,,,,,,,5,component-local,icons
$site-alert-padding-x-mobile,2.5,packages/usa-site-alert/src/styles/_usa-site-alert.scss,local,component,component.property,,,,padding,site-alert,,,,,,,9,component-local,x mobile
$site-alert-padding-x,calc( units($theme-site-margins-width) - units($theme-alert-bar-width) / 2 ),packages/usa-site-alert/src/styles/_usa-site-alert.scss,local,component,component.property,,,,padding,site-alert,,,,,,,10,component-local,x
$step-indicator-label-margin-top,1,packages/usa-step-indicator/src/styles/_usa-step-indicator.scss,local,component,component.property.element,,,,margin-top,step-indicator,label,,,,,,5,component-local,
$step-indicator-margin-bottom,4,packages/usa-step-indicator/src/styles/_usa-step-indicator.scss,local,component,component.property,,,,margin-bottom,step-indicator,,,,,,,6,component-local,
$step-indicator-header-margin-top,4,packages/usa-step-indicator/src/styles/_usa-step-indicator.scss,local,component,component.property.element,,,,margin-top,step-indicator,header,,,,,header:element/component,7,component-local,
$step-indicator-header-margin-top-sm,2,packages/usa-step-indicator/src/styles/_usa-step-indicator.scss,local,component,component.property.element.variant,,,,margin-top,step-indicator,header,sm,,,,header:element/component,8,component-local,
$step-indicator-segment-height-mobile,1,packages/usa-step-indicator/src/styles/_usa-step-indicator.scss,local,component,component.property,,,,height,step-indicator,,,,,,,9,component-local,segment mobile
$step-indicator-counter-size,5,packages/usa-step-indicator/src/styles/_usa-step-indicator.scss,local,component,component.property.element,,,,size,step-indicator,counter,,,,,,10,component-local,
$step-indicator-counter-size-sm,3,packages/usa-step-indicator/src/styles/_usa-step-indicator.scss,local,component,component.property.element.variant,,,,size,step-indicator,counter,sm,,,,,11,component-local,
$summary-box-context,"""Summary Box""",packages/usa-summary-box/src/styles/_usa-summary-box.scss,local,component,component,,,,,summary-box,,,,,,,5,component-local,context
$triangle-size,5px,packages/usa-tooltip/src/styles/_usa-tooltip.scss,local,component,property,,,,size,,,,,,,,4,component-local,triangle
$output-all-utilities,true,packages/uswds-core/src/styles/_deprecated.scss,internal,other,category,,utilities,,,,,,,,,,21,internal-helper,output all
$font-smoothing-warning,"""Font smoothing was deprecated in USWDS 3.5.0. Please remove any references to it.""",packages/uswds-core/src/styles/_deprecated.scss,internal,other,category.concept,,font,warning,,,,,,,,,30,internal-helper,smoothing
$uswds-notifications,"""\A"" + ""\A --------------------------------------------------------------------"" + ""\A \2709 USWDS Notifications"" + ""\A --------------------------------------------------------------------"" + ""\A 3.0.0"" + ""\A - Settings: We deprecated the $output-all-utilities setting."" + ""\A Control utility output with $output-these-utilities."" + ""\A See designsystem.digital.gov/documentation/settings for more."" + ""\A "" + ""\A --------------------------------------------------------------------"" + ""\A 3.1.0"" + ""\A - Accessibility: We added `type='button'` to all buttons that"" + ""\A do not submit a form. All your non-form project buttons will"" + ""\A need `type='button'`."" + ""\A - Accessibility: We updated the markup in the usa-password package"" + ""\A to use a <button> element instead of an anchor element."" + ""\A - Accessibility: Elements that get `aria-disabled` instead of"" + ""\A `disabled` are now styled as disabled."" + ""\A - Compatibility: We're using some CSS selectors not supported"" + ""\A by IE11."" + ""\A - Deprecated: We deprecated the embed-container() mixin."" + ""\A - Display: We removed the outline circle from social media icons."" + ""\A - Settings: We changed the default value of $theme-hero-image."" + ""\A Teams that use the default image (hero.png) will need to get the"" + ""\A new image (hero.jpg) from the distribution package."" + ""\A --------------------------------------------------------------------"" + ""\A 3.2.0"" + ""\A - Accessibility: We changed `div.usa-identifier__identity` to "" + ""\A `section.usa-identifier__identity` (we changed the div to a "" + ""\A section) so the ARIA label is associated with an non-div element."" + ""\A - Accessibility: We updated the aria-label in English versions of"" + ""\A section.usa-banner to 'Official website of the United States "" + ""\A government' to reduce ambiguity in screen reader vocalizations. "" + ""\A Previously, 'An official' could be misunderstood as 'unofficial'."" + ""\A - Accessibility: We added `aria-hidden='true'` to the parent div "" + ""\A of `p.usa-banner__header-text` in usa-banner. We also "" + ""\A removed `aria-hidden='true'` from `p.usa-banner__header-action`. "" + ""\A Together these assure that the proper elements are read in the"" + ""\A banner."" + ""\A - Accessibility: In the lock icon SVG in usa-banner, we changed the "" + ""\A value of aria-labelledby to "" + ""\A `aria-labelledby='banner-lock-description'` and updated the value"" + ""\A of desc#banner-lock-description to `'Locked padlock'` to simplify"" + ""\A the vocalization."" + ""\A - Accessibility: We added `aria-hidden='true' to "" + ""\A `img.usa-banner__header-flag` in usa-banner since this is a"" + ""\A decorative image."" + ""\A --------------------------------------------------------------------"" + ""\A 3.4.0"" + ""\A - Compatibility: We no longer include ttf and woff fonts in our "" + ""\A @font-face rules. If you need these files for IEll compatibility,"" + ""\A add `$theme-font-browser-compatibility: true` to your project"" + ""\A settings."" + ""\A --------------------------------------------------------------------"" + ""\A 3.5.0"" + ""\A - Sass: Removed `usa-prose-` mixins and placeholders from Sass."" + ""\A This is a breaking change only if your project Sass uses "" + ""\A `usa-prose-` mixins and placeholders. Users should instead use "" + ""\A `typeset-` mixins in their place."" + ""\A - Settings: Now adjusting a single Sass map setting will no "" + ""\A longer set all other values in the map to `false`. Users can"" + ""\A now update only the map values they wish to change. This is a "" + ""\A breaking change only if your project deactivated mapped "" + ""\A settings by not declaring them."" + ""\A - Accessibility: [form controls] We improved the consistency and "" + ""\A visibility of disabled styles. Teams should check disabled form "" + ""\A elements to assure that the new styles are working in their "" + ""\A layouts."" + ""\A - Accessibility: [usa-pagination] Replace the "" + ""\A `role=\""presentation\""` with `aria-label=\""ellipsis indicating "" + ""\A non-visible pages\"" in `usa-pagination__overflow` items."" + ""\A - Accessibility: [usa-card] Use link elements in"" + ""\A any card component for calls to action instead of buttons. Use "" + ""\A `<a href=\""#\"" class=\""usa-button\""></a>` for these "" + ""\A call-to-action links."" + ""\A - Content: [usa-identifier] We updated the accessibility statement"" + ""\A link text. Use the text \""Accessibility statement\"" (EN) "" + ""\A or \""Declaración de accesibilidad\"" (ES) for the required "" + ""\A link to an accessibility statement."" + ""\A - Guidance [usa-link]: We now suggest using the `rel=\""noreferrer\""`"" + ""\A property on external links. This prevents the browser from leaking "" + ""\A information about the original web address."" + ""\A - Guidance [usa-form]: We now suggest identifying both required "" + ""\A and optional fields in forms. Label required fields with a red"" + ""\A asterisk and optional fields with the word \""optional\""."" + ""\A --------------------------------------------------------------------"" + ""\A 3.6.0"" + ""\A - Settings: This release updates USWDS disabled color settings"" + ""\A and tokens to conform to our standard naming convention."" + ""\A If your project configures disabled color settings"" + ""\A or uses disabled color tokens, you probably need to update your"" + ""\A code. Details: github.com/uswds/uswds/releases/tag/v3.6.0"" + ""\A --------------------------------------------------------------------"" + ""\A 3.7.0"" + ""\A Release notes: github.com/uswds/uswds/releases/tag/v3.7.0"" + ""\A "" + ""\A - Accessibility: [usa-identifier] We updated the markup to improve"" + ""\A how screen readers read the phrase 'An official'."" + ""\A - Accessibility: [usa-range] We updated the markup to remove"" + ""\A redundant ARIA attributes and improve the screen reader experience."" + ""\A - Accessibility: [usa-range] We added optional data attributes that"" + ""\A allow adding units to screen reader output."" + ""\A --------------------------------------------------------------------"" + ""\A 3.8.0"" + ""\A Release notes: github.com/uswds/uswds/releases/tag/v3.8.0"" + ""\A "" + ""\A - Accessibility: [usa-layout-docs__sidenav] BREAKING: By default, we"" + ""\A no longer support using CSS to reorder the sidenav position at mobile"" + ""\A widths. We suggest that teams update their sidenav markup to better"" + ""\A support tab order at mobile widths. See the release notes for more"" + ""\A details on how to do this."" + ""\A "" + ""\A To temporarily support the old CSS order functionality,"" + ""\A set `$theme-sidenav-reorder: true` in your project settings."" + ""\A - Settings: We added `$theme-sidenav-reorder`. When `true` this setting "" + ""\A uses CSS to reorder the sidenav to follow the page text at mobile widths. "" + ""\A This setting can introduce usability issues, so we suggest that teams"" + ""\A update their sidenav markup instead. See the release notes for more detail."" + ""\A "" + ""\A --------------------------------------------------------------------"" + ""\A 3.8.1"" + ""\A Release notes: github.com/uswds/uswds/releases/tag/v3.8.1"" + ""\A "" + ""\A - Content: [usa-identifier] We fixed a bug that added the English word "" + ""\A \""An\"" to Spanish variants of the identifier in our component"" + ""\A documentation. If you've recently updated the Spanish text of your"" + ""\A identifier, check to make sure the \""official website\"" text begins"" + ""\A with \""Un sitio web oficial de...\""."" + ""\A "" + ""\A --------------------------------------------------------------------"" + ""\A 3.9.0"" + ""\A Release notes: github.com/uswds/uswds/releases/tag/v3.9.0"" + ""\A "" + ""\A - Accessibility, Display: [usa-header] Removed the CSS order property from the mobile "" + ""\A view in standard variants of the header component. Now, the visual order of the "" + ""\A component matches the tab order."" + ""\A - Accessibility, Markup: [usa-footer] Added the autocomplete=\""email\"" attribute to "" + ""\A the big footer variant and the \""Create an account\"" template. This attribute allows "" + ""\A the components to meet the standards outlined in WCAG 1.3.5. Teams should update their "" + ""\A markup if they use an email field in their big footer."" + ""\A - Accessibility, Markup: [usa-identifier] Updated the USA.gov link in Spanish versions "" + ""\A of the identifier. The link text now reads \""Visite USAGov en Español\"" and the link "" + ""\A url is now \""https://www.usa.gov/es/\"". Teams should update this text if they use the "" + ""\A Spanish-language identifier."" + ""\A - Accessibility, Markup: [usa-memorable-date] Removed numeric representation of "" + ""\A months in the memorable date component. Recent usability testing indicated that having "" + ""\A both numbers and names to represent months was confusing for screen reader users. "" + ""\A Teams should update their memorable date component to remove the leading numbers."" + ""\A - Display: [usa-alert, usa-site-alert] Fixed a bug that caused"" + ""\A $theme-site-margins-width to unexpectedly adjust the alignment inside the alert and "" + ""\A site alert components. Alignment on the alert and site alert components will likely "" + ""\A shift from this change. Confirm that your implementation of the component aligns "" + ""\A as expected."" + ""\A - Display: [usa-button] Updated the width of unstyled buttons at narrow screen widths. "" + ""\A Now, unstyled buttons receive a width of auto to better match USWDS link styles. "" + ""\A Users should confirm that the variant visually displays as expected in their projects. "" + ""\A - Display: [usa-card] Fixed a bug that caused the component to ignore the "" + ""\A $theme-card-font-family setting. Confirm that your implementation of the card "" + ""\A component displays with the expected font family."" + ""\A "" + ""\A --------------------------------------------------------------------"" + ""\A 3.10.0"" + ""\A Release notes: github.com/uswds/uswds/releases/tag/v3.10.0"" + ""\A "" + ""\A - Assets: [usa-checkbox] Removed inline style tags from indeterminate checkbox SVGs. "" + ""\A These style tags were unnecessary and caused a conflict with Cypress automated"" + ""\A testing."" + ""\A ✏️ Teams should update the `checkbox-indeterminate.svg` and "" + ""\A `checkbox-indeterminate-alt.svg` files in their projects."" + ""\A - Accessibility, Markup: [usa-step-indicator] Removed the aria-label from the wrapper"" + ""\A of the step indicator component. This resolves an automated testing error related to"" + ""\A having an invalid attribute on a div element."" + ""\A ✏️ Teams should remove the the `aria-label` from the `.usa-step-indicator` element in "" + ""\A their step indicator markup."" + ""\A - Accessibility, Markup: [usa-time-picker] Updated the time picker hint text to "" + ""\A improve clarity. This update allows the component to meet the success criteria in "" + ""\A WCAG 3.3.2."" + ""\A ✏️ Teams should replace the words `hh:mm` in the time picker hint text with "" + ""\A `Select a time from the dropdown. Type into the input to filter options.`"" + ""\A "" + ""\A --------------------------------------------------------------------"" + ""\A 3.11.0"" + ""\A Release notes: github.com/uswds/uswds/releases/tag/v3.11.0"" + ""\A "" + ""\A - Assets, Markup: [usa-button, usa-collection, usa-icon-list, usa-file-input, "" + ""\A usa-icon, usa-input-prefix-suffix, usa-modal, usa-pagination]"" + ""\A Replaced deprecated `xlink:href` references with `href`."" + ""\A ✏️ Teams should replace `xlink:href` references with `href` "" + ""\A in their components and pull in the updated `loader.svg` file."" + ""\A - Accessibility: [usa-file-input] Fixed a bug that prevented screen readers "" + ""\A from announcing the invalid file type error message."" + ""\A - Accessibility: [usa-footer] Removed `overflow: hidden` from `usa-footer` "" + ""\A to allow the full focus outline to show."" + ""\A "" + ""\A --------------------------------------------------------------------"" + ""\A 3.12.0"" + ""\A Release notes: github.com/uswds/uswds/releases/tag/v3.12.0"" + ""\A "" + ""\A - Display: [usa-in-page-navigation]"" + ""\A Fixed a bug that prevented in-page navigation from scrolling to nested headings."" + ""\A ✏️ Teams that use `data-scroll-offset` should confirm this change"" + ""\A does not cause regressions in scroll behaviors."" + ""\A - Display: [usa-in-page-navigation]"" + ""\A Added the `data-minimum-heading-count` property to the in-page navigation component."" + ""\A ✏️ Teams should check to make sure the default minimum of 2 does not result"" + ""\A in regressions."" + ""\A "" + ""\A --------------------------------------------------------------------"" + ""\A 3.14.0"" + ""\A Release notes: github.com/uswds/uswds/releases/tag/v3.14.0"" + ""\A "" + ""\A - Accessibility, Display, Markup: [usa-range] Added a visible hint to the"" + ""\A range slider: \""Move the slider to change the value\""."" + ""\A ✏️ Teams should pull in the updated markup."" + ""\A - Accessibility, Display: [usa-range] The range slider border is now"" + ""\A 2px `base-darker` (was 1px `base`) on the track, thumb, and fill."" + ""\A This is a deliberate accessibility default to meet contrast"" + ""\A requirements."" + ""\A ✏️ Teams should confirm the thicker range slider border does not"" + ""\A cause layout regressions."" + ""\A - Accessibility, Display, Markup - BREAKING: [usa-breadcrumb] Breadcrumbs"" + ""\A now wrap by default instead of truncating with an ellipsis. The previous"" + ""\A single-line truncated style is available as an opt-in variant."" + ""\A ✏️ Teams should add the `usa-breadcrumb--truncate` class to any"" + ""\A breadcrumb that should keep the previous truncated appearance."" + ""\A - Settings: [uswds-core] The `ink` theme color assignment now correctly"" + ""\A references `\$theme-color-base-ink` (was `\$theme-color-base-darkest`)."" + ""\A ✏️ Teams that set a custom `\$theme-color-base-ink` should confirm"" + ""\A their ink color now displays as expected."" + ""\A - Accessibility: [usa-modal] The default open focus target changed to"" + ""\A the first footer button to improve screen reader announcements and"" + ""\A prevent content from being read twice."" + ""\A ✏️ Teams should confirm modal focus lands as expected on open."" + ""\A - Accessibility, Content: [usa-file-input] On coarse pointer (touch)"" + ""\A devices, drag-and-drop instruction text is now hidden and replaced"" + ""\A with \""Choose from folder\"" as both the visible label and aria label."" + ""\A ✏️ Teams should check file input layout on mobile and update any"" + ""\A accessibility tests that assert the old instruction text."" + ""\A - Accessibility, Settings: [usa-accordion] - BREAKING: The expand/collapse"" + ""\A icon now defaults to the start (left) side of the controls."" + ""\A ✏️ Teams should verify layout at common zoom levels for the new default"" + ""\A accordion behavior. Teams that want to keep the icon on the right should"" + ""\A set `\$theme-accordion-icon-position: \""end\""` in their project settings."" + ""\A - Accessibility, Markup: [usa-memorable-date] Added per-field hints to each"" + ""\A of the three date input fields. Screen readers now announce targeted hint"" + ""\A text for each field instead of repeating the full instruction block."" + ""\A ✏️ Teams should update to the new per-field hint markup. Teams supporting"" + ""\A other languages should update their hint strings."" + ""\A - Security: [usa-footer] Restricted `data-tag` attribute to heading elements"" + ""\A only. Non-heading elements now fall back to `h4`. This hardens the footer"" + ""\A against XSS vulnerabilities through unsanitized `data-tag` values."" + ""\A ✏️ Teams should review any footer `data-tag` values that aren't heading"" + ""\A elements."" + ""\A - Display, Settings: [usa-input, usa-textarea, usa-range, usa-combo-box,"" + ""\A usa-input-prefix-suffix, usa-select] Set `box-sizing: border-box` on form inputs"" + ""\A to prevent overflow in host environments that reset global box sizing."" + ""\A ✏️ Teams should verify these elements display correctly in projects with custom global"" + ""\A box-sizing resets (i.e. those who set `$theme-global-border-box-sizing: false`)."" + ""\A """,packages/uswds-core/src/styles/_notifications.scss,internal,other,,,,,,,,,,,,,15,internal-helper,uswds notifications
